food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,region,diet_type
IND_FOOD_823,Cardamom cookies (Elaichi cookies),,Indian Food,India,India,400.49,5.1,53.99,19.12,2.79,38.99,98.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_824,Hazelnut cookies,,Indian Food,India,India,493.32,6.25,39.44,34.97,2.45,22.01,81.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_825,Milk cookies,,Indian Food,India,India,459.43,10.49,48.43,24.96,0.99,22.06,156.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_826,Cranberry cookies,,Indian Food,India,India,272.48,3.92,36.39,12.66,1.13,19.96,58.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_827,Olive biscuit,,Indian Food,India,India,438.29,3.2,55.01,23.75,0.82,32.27,120.1,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_828,Tutti fruitti biscuit,,Indian Food,India,India,420.78,5.21,53.12,17.9,5.43,15.75,93.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_829,Peach blueberry preserves,,Indian Food,India,India,177.38,0.53,45.76,0.2,1.14,45.33,2.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_830,Pear preserves (Naashpati ka murabba),,Indian Food,India,India,101.24,0.25,25.67,0.19,3.06,25.19,2.1,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_831,Starfruit preserves,,Indian Food,India,India,128.93,0.24,33.62,0.12,0.78,33.47,2.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_832,Gooseberry pickle (Amla ka achaar),,Indian Food,India,India,278.58,1.55,7.61,27.61,3.7,0.36,86.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_833,Lotus stem pickle (Kamal kakdi ka achar),,Indian Food,India,India,102.69,1.44,20.07,1.6,8.58,2.53,181.83,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_834,Date pickle (Khajoor ka achaar),,Indian Food,India,India,182.29,1.68,34.66,4.21,5.2,30.47,138.86,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_835,Garlic pickle (Lahasun ka achar),,Indian Food,India,India,413.62,3.72,9.75,39.88,5.13,2.32,269.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_836,Fermented bamboo shoot pickle (Mesu pickle),,Indian Food,India,India,59.83,1.58,1.73,5.59,2.24,0.29,161.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_837,Sweet peach pickle (Aadoo ka achaar),,Indian Food,India,India,144.64,0.46,37.01,0.2,1.32,36.46,33.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_838,Pickled mustard greens,,Indian Food,India,India,13.12,1.51,1.05,0.22,1.7,0.02,242.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_839,Small onion pickle,,Indian Food,India,India,16.86,1.65,2.76,0.64,1.09,2.99,249.48,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_840,Green tomato pickle (Haray tamatar ka achaar),,Indian Food,India,India,193.26,1.23,2.87,19.67,1.74,0.77,159.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_841,Pickled cabbage,,Indian Food,India,India,13.69,0.39,2.56,0.14,0.61,2.08,121.39,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_842,Coconut pickle (Nariyal ka aachar),,Indian Food,India,India,517.26,3.02,11.53,51.71,6.35,8.98,176.54,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_843,Potato pickle (Aloo ka achaar),,Indian Food,India,India,369.14,2.07,7.87,36.46,2.21,0.82,213.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_844,Mango murabba candy,,Indian Food,India,India,293.35,0.27,77.32,0.05,0.95,74.73,13.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_845,Afghani chicken,,Indian Food,India,India,151.51,15.66,1.95,9.07,0.31,0.83,87.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_846,Fish orly,,Indian Food,India,India,563.7,5.87,4.27,58.18,0.33,0.24,136.37,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_847,Hariyali Fish Tikka,,Indian Food,India,India,150.24,14.01,2.21,9.41,0.99,0.83,100.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_848,Chicken manchurian,,Indian Food,India,India,142.34,9.53,6.06,11.96,0.41,0.9,2414.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_849,Handi chicken,,Indian Food,India,India,166.02,12.32,1.49,12.46,0.67,0.75,75.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_850,Lemon chicken,,Indian Food,India,India,169.79,20.2,0.55,9.66,0.16,0.16,79.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_851,Lemon butter fish,,Indian Food,India,India,160.25,16.38,0.75,10.26,0.36,0.23,187.72,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_852,Baked eggs in tomato sauce,,Indian Food,India,India,80.05,4.92,3.78,5.22,0.01,2.03,188.21,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_853,Egg in a pepper,,Indian Food,India,India,128.78,12.64,0.17,8.68,0.17,0.05,183.89,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_854,Spinach mushroom scrambled egg (Palak mushroom bhurji),,Indian Food,India,India,158.85,13.28,0.59,11.51,0.39,0.1,227.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_855,Corn omelette/omlet,,Indian Food,India,India,166.93,11.37,1.57,12.89,0.02,0.41,166.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_856,Cajun chicken,,Indian Food,India,India,184.94,12.69,1.94,13.99,0.89,1.1,1740.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_857,Paaner do pyaza,,Indian Food,India,India,127.7,4.22,3.41,10.87,0.84,2.2,160.66,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_858,Cabbage manchurian (Pattagobhi manchurian),,Indian Food,India,India,224.26,0.64,4.85,22.48,0.37,0.33,75.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_859,Gobi 65,,Indian Food,India,India,278.29,0.56,3.59,29.11,0.57,0.29,69.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_860,Paneer lababdar,,Indian Food,India,India,105.48,3.98,3.37,8.46,1.16,1.96,142.45,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_861,Roasted cauliflower steak,,Indian Food,India,India,78.68,2.05,2.02,6.7,3.53,0.44,120.19,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_862,Sauteed radishes with green beans,,Indian Food,India,India,94.32,2.41,6.04,6.61,3.52,1.78,65.1,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_863,Garlic chutney/Poondu chutney (Lahasun ki chutney),,Indian Food,India,India,255.51,3.34,20.44,17.55,5.15,13.36,177.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_864,Schezwan chutney,,Indian Food,India,India,205.19,3.33,10.79,17.72,5.72,5.66,486.27,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_865,Onion chutney (Pyaaz ki chutney/Vengaya chutney),,Indian Food,India,India,143.94,2.97,13.52,8.38,4.6,6.8,256.89,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_866,Dates chutney (Khajoor ki chutney),,Indian Food,India,India,103.57,1.07,21.69,1.12,3.41,18.68,76.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_867,Chicken salad,,Indian Food,India,India,338.19,15.33,1.3,30.26,2.0,0.96,50.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_868,Macaroni salad,,Indian Food,India,India,262.19,5.02,21.63,17.78,0.56,3.73,163.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_869,Cabbage raita (Pattagobhi raita),,Indian Food,India,India,84.84,3.24,5.25,5.76,0.93,4.21,125.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_870,Pomegranate raita (Anaar ka raita),,Indian Food,India,India,72.64,4.05,7.15,3.24,0.6,7.01,195.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_871,Onion raita (Pyaaz ka raita),,Indian Food,India,India,71.56,4.86,7.86,2.43,0.65,7.07,189.96,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_872,Green chilli raita (Hari mirch ka raita),,Indian Food,India,India,77.13,5.58,7.66,2.92,0.26,7.49,161.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_873,Kale salad,,Indian Food,India,India,177.71,4.86,5.01,15.33,1.36,3.31,292.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_874,Spinach and paneer souffle,,Indian Food,India,India,186.19,7.56,9.64,13.49,1.07,2.81,434.68,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_875,Masala souffle,,Indian Food,India,India,123.51,6.38,8.02,7.37,1.24,1.84,131.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_876,Chicken and cheese souffle,,Indian Food,India,India,182.35,9.07,3.47,14.74,0.26,2.46,120.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_877,Tamarind chutney (Chintapandu pachadi/Puli chutney),,Indian Food,India,India,109.15,0.88,25.07,0.48,1.65,22.85,75.61,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_878,Pav bhaji masala,,Indian Food,India,India,230.47,9.13,29.15,10.96,24.3,1.48,1814.66,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_879,Green chutney,,Indian Food,India,India,79.42,5.42,10.01,1.6,5.84,0.92,262.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_880,Sago khitchdi/khichri (Sabudana khitchdi/khichri),,Indian Food,India,India,187.16,2.72,22.41,10.1,1.82,1.03,100.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_881,Gram flour chilla/cheela (Besan chilla/cheela),,Indian Food,India,India,135.93,7.8,21.03,2.85,4.25,1.87,135.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_882,Vegetable namkeen jave,,Indian Food,India,India,112.23,2.93,18.98,2.51,2.86,1.04,32.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_883,Khakhra,,Indian Food,India,India,178.5,4.78,27.66,5.32,5.43,0.88,184.16,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_884,Moong bean dosa (Pesarattu),,Indian Food,India,India,285.96,12.32,31.91,11.67,6.04,2.9,61.36,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_885,Methi thepla,,Indian Food,India,India,346.16,8.98,41.34,15.95,7.56,2.98,543.27,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_886,Rice puttu (Ari puttu),,Indian Food,India,India,81.98,1.26,11.82,3.13,0.76,0.33,48.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_887,Buckwheat pancake (Khura),,Indian Food,India,India,263.3,2.91,27.28,16.43,0.56,0.64,69.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_888,Quinoa khichdi/khichri,,Indian Food,India,India,64.01,3.18,8.83,1.59,2.58,0.69,69.64,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_889,Khakhra chaat,,Indian Food,India,India,358.66,4.52,16.64,30.65,3.04,3.26,102.78,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_890,Banana appam,,Indian Food,India,India,469.81,1.17,20.06,42.53,0.67,9.95,20.14,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_891,Veg manchurian,,Indian Food,India,India,585.64,0.89,6.82,61.65,1.16,0.76,65.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_892,Pav bhaji,,Indian Food,India,India,96.53,2.66,11.99,4.32,1.98,2.06,163.89,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_893,Rice murukku,,Indian Food,India,India,593.99,5.41,33.29,48.22,2.18,0.17,63.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_894,Bhel puri,,Indian Food,India,India,509.89,3.52,16.47,47.91,2.24,3.41,93.98,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_895,Semolina dhokla (Suji/Rava dhokla),,Indian Food,India,India,194.91,5.44,30.86,5.2,5.12,1.85,443.39,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_896,Spicy corn chaat,,Indian Food,India,India,479.8,4.61,11.45,46.55,2.17,0.95,86.5,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_897,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),,Indian Food,India,India,597.79,2.34,24.0,54.41,1.5,11.48,46.39,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_898,Banana chips (Kele ke chips),,Indian Food,India,India,665.67,0.37,7.32,70.46,0.65,4.37,86.87,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_899,Wheat cake,,Indian Food,India,India,314.63,4.79,41.13,14.95,2.76,25.79,82.96,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_900,Mango cheesecake,,Indian Food,India,India,152.46,2.39,20.06,7.3,1.14,15.36,107.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_901,Carrot cake (Gajar ka cake),,Indian Food,India,India,255.59,5.6,35.98,10.27,2.93,23.96,158.74,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_902,Semolina cake (Suji/Rava cake),,Indian Food,India,India,374.14,6.58,31.32,25.18,5.37,18.86,91.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_903,Finger millet cake (Ragi cake),,Indian Food,India,India,279.46,3.96,38.93,12.27,2.35,24.76,98.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_904,Honey cake,,Indian Food,India,India,333.59,3.08,49.04,14.7,0.51,33.43,72.55,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_905,Almond cardamom cake (Badam elaichi cake),,Indian Food,India,India,356.35,7.18,34.53,21.36,2.35,18.06,155.37,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_906,Tutti frutti cake,,Indian Food,India,India,347.72,4.49,52.94,12.68,0.85,28.08,106.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_907,Ham and Bean soup,,Indian Food,India,India,96.04,10.61,4.18,4.15,0.54,1.43,378.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_908,Whey soup,,Indian Food,India,India,68.91,3.45,6.26,3.34,0.84,5.87,87.08,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_909,Bottle gourd soup (Ghiya/Lauki soup),,Indian Food,India,India,23.05,0.45,1.16,1.79,0.96,0.39,53.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_910,Baked potato soup,,Indian Food,India,India,147.05,5.73,5.85,11.21,0.3,3.44,268.69,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_911,Pumpkin soup,,Indian Food,India,India,40.05,0.47,2.08,3.2,1.19,1.47,45.5,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_912,Sweet corn soup,,Indian Food,India,India,32.25,0.99,3.56,1.63,0.31,0.9,22.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_913,Paneer soup,,Indian Food,India,India,47.85,3.22,2.42,2.8,0.28,1.98,68.03,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_914,Curried Cauliflower soup,,Indian Food,India,India,37.32,6.72,3.12,9.77,2.34,1.79,7311.44,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_915,Millet soup,,Indian Food,India,India,55.99,11.26,8.22,12.57,2.82,1.45,10918.83,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_916,Lemon coriander soup,,Indian Food,India,India,108.06,2.27,10.32,6.26,6.77,2.2,219.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_917,Garlic soup,,Indian Food,India,India,194.86,2.38,6.99,17.62,1.66,2.39,179.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_918,Dal makhani,,Indian Food,India,India,74.04,3.32,7.96,3.06,2.27,0.8,41.85,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_919,Dalma,,Indian Food,India,India,118.93,4.91,15.04,4.58,2.16,3.1,49.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_920,Split bengal gram dal (Channa dal),,Indian Food,India,India,99.67,4.15,9.99,4.62,3.72,0.98,46.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_921,Horsegram dal (Kulthi dal),,Indian Food,India,India,55.65,2.91,8.21,1.13,1.52,0.72,63.63,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_922,Panchmel dal,,Indian Food,India,India,111.22,4.63,10.71,5.36,3.2,0.75,79.46,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_923,Dal dhokli,,Indian Food,India,India,68.74,2.96,8.55,2.47,1.86,1.12,37.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_924,Gujarati handvo,,Indian Food,India,India,207.09,8.24,31.86,4.8,4.95,2.51,308.55,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_925,Sev (Omapodi/Karapusa),,Indian Food,India,India,609.14,5.12,12.87,60.08,2.35,0.53,53.19,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_926,Papdi,,Indian Food,India,India,708.96,1.83,12.89,72.11,0.56,0.31,28.91,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_927,Jowar dosa,,Indian Food,India,India,294.35,8.5,40.53,10.28,5.56,0.59,97.25,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_928,Bread roll,,Indian Food,India,India,435.46,2.85,16.12,40.25,1.45,0.94,139.34,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_929,Soya seekh kebab,,Indian Food,India,India,115.05,5.4,10.0,5.88,2.24,0.51,92.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_930,Classic seasoned black beans,,Indian Food,India,India,28.78,8.01,7.66,8.28,3.51,0.44,7989.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_931,Maa chaane ki dal,,Indian Food,India,India,344.67,19.8,43.11,9.5,13.45,1.05,43.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_932,Garlic chickpea soup (Lahasun aur chane ka shoraba),,Indian Food,India,India,89.53,4.45,13.92,2.01,2.84,2.65,79.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_933,White sauce (thin),,Indian Food,India,India,115.17,3.31,6.58,8.41,0.07,4.58,23.91,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_934,White sauce (medium),,Indian Food,India,India,151.27,3.36,7.98,11.76,0.14,4.32,22.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_935,White sauce (thick),,Indian Food,India,India,209.69,3.43,10.24,17.19,0.24,3.9,20.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_936,Cheese sauce,,Indian Food,India,India,194.76,7.68,7.08,15.12,0.12,4.53,317.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_937,Egg sauce,,Indian Food,India,India,146.85,5.97,5.88,11.08,0.12,3.19,51.54,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_938,Mushroom sauce,,Indian Food,India,India,137.56,3.39,7.31,10.51,0.47,3.86,20.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_939,Mustard sauce,,Indian Food,India,India,158.58,3.98,8.29,12.17,0.13,4.22,22.16,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_940,Brown sauce,,Indian Food,India,India,109.18,11.92,5.38,23.67,1.69,0.13,14174.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_941,Classic italian pasta,,Indian Food,India,India,42.12,0.57,4.4,2.45,1.36,2.94,49.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_942,Pasta spinach sauce,,Indian Food,India,India,85.46,1.76,1.76,7.9,0.86,1.04,115.79,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_943,Pasta cheese sauce,,Indian Food,India,India,149.26,4.33,9.0,10.84,0.14,4.22,255.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_944,Mayonnaise,,Indian Food,India,India,774.86,1.86,1.65,84.52,0.11,1.44,272.89,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_945,Low calorie quick mayonnaise,,Indian Food,India,India,242.89,1.41,4.71,24.35,0.06,0.83,165.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_946,Thousand island dressing,,Indian Food,India,India,407.87,1.37,4.49,42.87,0.46,3.1,946.1,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_947,Curd dip,,Indian Food,India,India,79.95,5.04,7.95,3.36,0.1,7.12,301.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_948,Short crust pastry,,Indian Food,India,India,422.1,6.11,44.72,23.98,1.58,3.18,97.2,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_949,Choux pastry,,Indian Food,India,India,222.37,5.55,16.2,14.96,0.56,1.5,132.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_950,Flaky pastry,,Indian Food,India,India,443.94,4.69,33.61,31.99,1.25,0.81,178.52,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_951,Sponge cake,,Indian Food,India,India,253.77,9.18,44.63,4.74,0.69,26.33,64.61,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_952,Glace icing,,Indian Food,India,India,323.51,0.01,86.31,0.01,0.0,85.35,9.88,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_953,Royal icing,,Indian Food,India,India,332.58,1.74,86.53,0.02,0.0,85.57,36.5,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_954,American frosting,,Indian Food,India,India,257.57,1.05,67.48,0.01,0.0,67.46,19.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_955,Gum icing,,Indian Food,India,India,223.07,5.94,53.19,0.0,0.0,52.63,29.32,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_956,Channa murmura premix,,Indian Food,India,India,339.09,10.59,72.59,3.28,8.21,1.52,206.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_957,Cracked wheat and green gram dal premix (Dalia moong dal premix),,Indian Food,India,India,362.16,15.89,64.75,5.11,11.66,0.63,3.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_958,Rice flakes and roasted channa,,Indian Food,India,India,333.4,10.57,71.94,2.94,8.84,1.31,205.51,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_959,Spinach soup in milk,,Indian Food,India,India,56.72,2.89,3.98,3.2,0.79,3.34,31.16,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_960,Vegetable soup,,Indian Food,India,India,55.21,2.22,7.6,1.55,3.01,1.61,170.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_961,Mashed banana with milk,,Indian Food,India,India,95.43,2.51,14.62,2.99,0.71,11.35,16.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_962,Poha with curd (Poha aur dahi),,Indian Food,India,India,173.32,6.01,26.72,4.65,1.09,5.46,325.07,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
